combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Jump Shot,-87,220,6,2,1,2007-08,20,23,0.0,3PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28239
Dunk,0,0,5,2,1,2007-08,50,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28240
Jump Shot,20,71,0,2,1,2007-08,45,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28241
Jump Shot,-168,2,11,3,1,2007-08,19,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28242
Jump Shot,-20,150,9,3,1,2007-08,46,15,0.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28243
Jump Shot,87,117,9,3,1,2007-08,20,14,,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28244
Jump Shot,89,153,1,3,1,2007-08,40,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28245
Jump Shot,97,122,0,3,1,2007-08,34,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28246
Jump Shot,67,18,0,3,1,2007-08,4,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28247
Jump Shot,-128,184,4,4,1,2007-08,21,22,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28249
Jump Shot,-92,161,1,4,1,2007-08,35,18,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28250
Layup,0,0,0,4,1,2007-08,42,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28251
Jump Shot,-141,18,11,1,1,2007-08,42,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28252
Jump Shot,75,174,5,2,1,2007-08,36,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28253
Layup,0,0,1,2,1,2007-08,29,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28254
Jump Shot,85,196,9,3,1,2007-08,47,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28256
Jump Shot,-2,150,7,3,1,2007-08,52,15,,2PT Field Goal,Center(C),8-16 ft.,SAS,28257
Jump Shot,100,148,6,3,1,2007-08,31,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28258
Jump Shot,-95,171,5,3,1,2007-08,32,19,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28259
Jump Shot,-225,99,4,3,1,2007-08,32,24,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28260
Jump Shot,-207,135,3,3,1,2007-08,23,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28261
Layup,0,0,2,3,1,2007-08,47,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28262
Jump Shot,84,69,0,3,1,2007-08,57,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,28263
Jump Shot,148,217,11,4,1,2007-08,39,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28264
Layup,0,0,11,4,1,2007-08,8,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28265
Jump Shot,-29,31,8,4,1,2007-08,26,4,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28267
Jump Shot,-11,71,7,4,1,2007-08,58,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28268
Jump Shot,-107,53,7,4,1,2007-08,19,11,,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28269
Jump Shot,-133,31,5,4,1,2007-08,30,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28270
Jump Shot,115,105,2,4,1,2007-08,17,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,28271
Jump Shot,-16,87,0,4,1,2007-08,23,8,1.0,2PT Field Goal,Center(C),8-16 ft.,SAS,28272
Jump Shot,1,58,9,1,1,2007-08,59,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28273
Jump Shot,3,194,7,1,1,2007-08,54,19,1.0,2PT Field Goal,Center(C),16-24 ft.,SAS,28274
Jump Shot,167,194,6,1,1,2007-08,40,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28275
Dunk,0,0,2,1,1,2007-08,29,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28276
Jump Shot,-10,212,1,1,1,2007-08,16,21,1.0,2PT Field Goal,Center(C),16-24 ft.,SAS,28278
Layup,0,0,7,2,1,2007-08,0,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28279
Jump Shot,-23,201,6,2,1,2007-08,7,20,1.0,2PT Field Goal,Center(C),16-24 ft.,SAS,28280
Layup,0,0,4,2,1,2007-08,17,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28281
Jump Shot,163,210,3,2,1,2007-08,9,26,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28282
Jump Shot,143,215,2,2,1,2007-08,34,25,,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28283
Layup,29,31,11,3,1,2007-08,13,4,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28284
Jump Shot,47,196,10,3,1,2007-08,38,20,1.0,2PT Field Goal,Center(C),16-24 ft.,SAS,28285
Jump Shot,-95,123,4,3,1,2007-08,46,15,,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28287
Jump Shot,153,135,9,1,1,2007-08,46,20,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28291
Jump Shot,69,189,9,1,1,2007-08,12,20,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28292
Jump Shot,-108,125,7,1,1,2007-08,2,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28293
Dunk,-6,-1,4,1,1,2007-08,57,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28294
Jump Shot,227,7,4,1,1,2007-08,13,22,0.0,3PT Field Goal,Right Side(R),24+ ft.,SAS,28295
Layup,0,5,8,2,1,2007-08,19,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28297
Jump Shot,167,69,7,2,1,2007-08,13,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,SAS,28298
Jump Shot,-107,118,3,2,1,2007-08,28,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28299
Jump Shot,187,150,6,3,1,2007-08,52,23,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28301
Layup,16,-3,4,3,1,2007-08,11,1,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28302
Dunk,-5,8,2,3,1,2007-08,53,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28303
Jump Shot,-95,150,2,3,1,2007-08,23,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28304
Jump Shot,-82,-1,0,3,1,2007-08,57,8,,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28305
Jump Shot,120,214,6,4,1,2007-08,39,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28308
Jump Shot,-225,107,5,4,1,2007-08,42,24,,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28310
Jump Shot,94,230,5,4,1,2007-08,0,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28311
Jump Shot,-145,206,4,4,1,2007-08,26,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28312
Jump Shot,-158,143,9,1,1,2007-08,10,21,,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28313
Layup,0,-9,8,1,1,2007-08,43,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28314
Jump Shot,-146,0,5,1,1,2007-08,55,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28315
Jump Shot,-135,84,5,1,1,2007-08,6,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28316
Jump Shot,-57,238,2,1,1,2007-08,17,24,0.0,3PT Field Goal,Center(C),24+ ft.,SAS,28317
Layup,-8,-5,0,1,1,2007-08,0,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28318
Jump Shot,138,99,7,2,1,2007-08,49,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,SAS,28319
Jump Shot,-26,161,4,2,1,2007-08,39,16,,2PT Field Goal,Center(C),16-24 ft.,SAS,28320
Jump Shot,-89,117,4,2,1,2007-08,3,14,,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28321
Jump Shot,136,138,1,2,1,2007-08,29,19,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28322
Jump Shot,90,143,0,2,1,2007-08,1,16,,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,28323
Jump Shot,-15,49,11,3,1,2007-08,38,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28324
Layup,-20,18,10,3,1,2007-08,33,2,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28325
Layup,0,12,10,3,1,2007-08,6,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28326
Jump Shot,-172,74,5,3,1,2007-08,22,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,SAS,28328
Dunk,0,12,3,3,1,2007-08,28,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28329
Jump Shot,-107,22,2,3,1,2007-08,56,10,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28330
Jump Shot,-166,102,1,3,1,2007-08,38,19,,2PT Field Goal,Left Side(L),16-24 ft.,SAS,28331
Dunk,3,20,1,3,1,2007-08,12,2,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28332
Jump Shot,-161,140,9,4,1,2007-08,47,21,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28333
Jump Shot,-202,64,8,4,1,2007-08,31,21,1.0,2PT Field Goal,Left Side(L),16-24 ft.,SAS,28334
Jump Shot,-94,141,7,4,1,2007-08,54,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28335
Jump Shot,-49,84,6,4,1,2007-08,23,9,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28337
Dunk,-6,10,3,4,1,2007-08,29,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28338
Jump Shot,-87,17,0,4,1,2007-08,56,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28339
Layup,3,2,0,4,1,2007-08,33,0,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28340
Jump Shot,-133,91,0,4,1,2007-08,3,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,SAS,28341
Jump Shot,-11,199,11,1,1,2007-08,16,19,0.0,2PT Field Goal,Center(C),16-24 ft.,SAS,28342
Jump Shot,67,132,9,1,1,2007-08,4,14,,2PT Field Goal,Center(C),8-16 ft.,SAS,28343
Layup,0,0,7,1,1,2007-08,22,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28344
Jump Shot,-69,132,0,1,1,2007-08,45,14,0.0,2PT Field Goal,Center(C),8-16 ft.,SAS,28346
Jump Shot,-120,220,6,2,1,2007-08,0,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28347
Layup,0,0,5,2,1,2007-08,33,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28348
Jump Shot,146,76,3,2,1,2007-08,38,16,1.0,2PT Field Goal,Right Side(R),16-24 ft.,SAS,28349
Jump Shot,-125,233,3,2,1,2007-08,20,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,28350
Layup,0,0,2,2,1,2007-08,12,0,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28351
Layup,0,0,0,2,1,2007-08,5,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28352
Jump Shot,-51,155,9,3,1,2007-08,39,16,,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28353
Jump Shot,16,128,8,3,1,2007-08,46,12,1.0,2PT Field Goal,Center(C),8-16 ft.,SAS,28354
Jump Shot,-77,122,6,3,1,2007-08,15,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,28356
Jump Shot,59,133,5,3,1,2007-08,19,14,,2PT Field Goal,Center(C),8-16 ft.,SAS,28357
Layup,0,0,3,3,1,2007-08,5,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28358
Jump Shot,138,220,1,3,1,2007-08,42,25,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,28359
Jump Shot,34,100,1,3,1,2007-08,11,10,,2PT Field Goal,Center(C),8-16 ft.,SAS,28360
Layup,0,0,8,4,1,2007-08,32,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28363
Jump Shot,-21,117,7,4,1,2007-08,58,11,,2PT Field Goal,Center(C),8-16 ft.,SAS,28364
Jump Shot,-59,169,6,4,1,2007-08,34,17,,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28365
Jump Shot,-64,115,5,4,1,2007-08,50,13,0.0,2PT Field Goal,Center(C),8-16 ft.,SAS,28366
Jump Shot,161,7,4,4,1,2007-08,1,16,,2PT Field Goal,Right Side(R),16-24 ft.,SAS,28367
Jump Shot,6,77,3,4,1,2007-08,32,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28368
Jump Shot,-90,146,2,4,1,2007-08,56,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,28369
Jump Shot,38,140,2,4,1,2007-08,22,14,,2PT Field Goal,Center(C),8-16 ft.,SAS,28370
Layup,0,0,1,4,1,2007-08,47,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,28371
Jump Shot,161,5,10,1,1,2007-08,38,16,,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28372
Jump Shot,156,51,6,1,1,2007-08,31,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28373
Jump Shot,-126,138,5,1,1,2007-08,12,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28375
Jump Shot,-105,186,3,1,1,2007-08,25,21,,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28376
Jump Shot,-112,140,3,1,1,2007-08,3,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28377
Jump Shot,-233,23,1,1,1,2007-08,37,23,0.0,3PT Field Goal,Left Side(L),24+ ft.,BOS,28378
Jump Shot,80,63,1,1,1,2007-08,18,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28379
Jump Shot,136,178,11,3,1,2007-08,1,22,,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28382
Jump Shot,184,51,10,3,1,2007-08,20,19,0.0,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28383
Jump Shot,100,86,9,3,1,2007-08,1,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28384
Jump Shot,123,15,6,3,1,2007-08,52,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28385
Jump Shot,3,194,6,3,1,2007-08,29,19,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28386
Jump Shot,-125,82,6,3,1,2007-08,2,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28387
Jump Shot,66,58,4,3,1,2007-08,51,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28388
Dunk,-6,2,3,3,1,2007-08,7,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28389
Jump Shot,194,12,2,3,1,2007-08,28,19,1.0,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28390
Jump Shot,-131,204,0,3,1,2007-08,29,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28391
Jump Shot,-122,15,11,4,1,2007-08,46,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28392
Jump Shot,-34,8,4,4,1,2007-08,5,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28395
Jump Shot,-71,118,3,4,1,2007-08,25,13,,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28396
Jump Shot,-21,250,0,4,1,2007-08,53,25,0.0,3PT Field Goal,Center(C),24+ ft.,BOS,28397
Jump Shot,113,117,11,1,1,2007-08,23,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28398
Layup,-10,5,10,1,1,2007-08,18,1,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28399
Bank Shot,77,58,9,1,1,2007-08,50,9,,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28400
Jump Shot,105,25,5,1,1,2007-08,31,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28401
Jump Shot,189,43,9,2,1,2007-08,23,19,,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28402
Jump Shot,-84,84,7,2,1,2007-08,34,11,1.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28403
Jump Shot,6,206,7,2,1,2007-08,6,20,,2PT Field Goal,Center(C),16-24 ft.,BOS,28404
Jump Shot,207,137,5,2,1,2007-08,32,24,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28406
Jump Shot,90,99,4,2,1,2007-08,57,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28407
Jump Shot,-3,199,9,3,1,2007-08,37,19,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28408
Layup,-2,0,9,3,1,2007-08,0,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28409
Bank Shot,89,33,6,3,1,2007-08,59,9,1.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28410
Jump Shot,66,155,5,3,1,2007-08,5,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28411
Jump Shot,-118,153,2,3,1,2007-08,42,19,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28412
Jump Shot,62,179,8,4,1,2007-08,19,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28414
Jump Shot,-5,184,7,4,1,2007-08,40,18,1.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28415
Dunk,0,5,6,4,1,2007-08,53,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28416
Layup,-25,7,3,4,1,2007-08,23,2,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28417
Jump Shot,135,207,2,4,1,2007-08,53,24,,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28418
Jump Shot,80,10,2,4,1,2007-08,19,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28419
Jump Shot,-75,54,1,4,1,2007-08,50,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28420
Jump Shot,133,15,11,1,1,2007-08,46,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28421
Layup,0,0,9,1,1,2007-08,25,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28422
Dunk,0,0,8,1,1,2007-08,12,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28423
Jump Shot,20,95,6,1,1,2007-08,50,9,0.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28424
Jump Shot,-67,118,5,1,1,2007-08,29,13,1.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28425
Jump Shot,77,243,1,1,1,2007-08,9,25,,3PT Field Goal,Center(C),24+ ft.,BOS,28427
Jump Shot,-140,125,4,2,1,2007-08,1,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28430
Bank Shot,-52,20,10,3,1,2007-08,15,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28431
Jump Shot,18,143,9,3,1,2007-08,51,14,0.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28432
Jump Shot,-21,117,9,3,1,2007-08,15,11,1.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28433
Layup,0,0,8,3,1,2007-08,14,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28434
Jump Shot,-79,48,1,3,1,2007-08,45,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28435
Jump Shot,133,-5,11,4,1,2007-08,8,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28436
Layup,0,0,7,4,1,2007-08,43,0,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28437
Jump Shot,-43,247,6,4,1,2007-08,55,25,1.0,3PT Field Goal,Center(C),24+ ft.,BOS,28438
Jump Shot,3,194,1,4,1,2007-08,6,19,1.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28439
Jump Shot,-21,105,0,4,1,2007-08,38,10,1.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28440
Jump Shot,190,168,10,1,1,2007-08,36,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28441
Jump Shot,136,227,4,2,1,2007-08,53,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28443
Layup,13,13,3,2,1,2007-08,57,1,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28444
Jump Shot,195,38,8,3,1,2007-08,36,19,,2PT Field Goal,Right Side(R),16-24 ft.,BOS,28446
Jump Shot,141,107,7,3,1,2007-08,28,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28447
Jump Shot,5,207,6,3,1,2007-08,32,20,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28448
Jump Shot,-113,3,4,3,1,2007-08,58,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28449
Jump Shot,66,17,2,3,1,2007-08,46,6,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28450
Jump Shot,-54,217,0,3,1,2007-08,59,22,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28451
Jump Shot,71,186,11,4,1,2007-08,1,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,BOS,28452
Jump Shot,-43,89,9,4,1,2007-08,55,9,0.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28453
Layup,20,7,9,4,1,2007-08,32,2,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28454
Jump Shot,-135,140,7,4,1,2007-08,58,19,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28455
Jump Shot,-3,40,7,4,1,2007-08,26,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28456
Layup,0,0,5,4,1,2007-08,3,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28458
Jump Shot,-195,161,10,1,1,2007-08,59,25,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28460
Jump Shot,-148,212,10,1,1,2007-08,1,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28461
Jump Shot,44,112,8,1,1,2007-08,38,12,1.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28463
Jump Shot,-100,25,8,1,1,2007-08,12,10,0.0,2PT Field Goal,Left Side(L),8-16 ft.,BOS,28464
Jump Shot,141,224,6,1,1,2007-08,43,26,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28465
Jump Shot,72,250,5,1,1,2007-08,36,26,1.0,3PT Field Goal,Center(C),24+ ft.,BOS,28466
Jump Shot,-228,3,4,1,1,2007-08,55,22,,3PT Field Goal,Left Side(L),24+ ft.,BOS,28467
Jump Shot,-174,199,7,2,1,2007-08,6,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28468
Jump Shot,-179,0,5,2,1,2007-08,12,17,,2PT Field Goal,Left Side(L),16-24 ft.,BOS,28469
Jump Shot,163,209,3,2,1,2007-08,36,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28470
Jump Shot,103,7,0,2,1,2007-08,1,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28471
Jump Shot,1,61,10,3,1,2007-08,50,6,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28472
Jump Shot,-123,227,10,3,1,2007-08,10,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28473
Jump Shot,-43,49,9,3,1,2007-08,26,6,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28474
Jump Shot,75,131,1,3,1,2007-08,27,15,0.0,2PT Field Goal,Center(C),8-16 ft.,BOS,28475
Jump Shot,5,227,7,4,1,2007-08,42,22,1.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28476
Jump Shot,-135,155,6,4,1,2007-08,27,20,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,BOS,28477
Jump Shot,69,242,1,4,1,2007-08,15,25,0.0,3PT Field Goal,Center(C),24+ ft.,BOS,28479
Dunk,0,0,0,4,1,2007-08,37,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28480
Jump Shot,-200,45,11,1,1,2007-08,40,20,,2PT Field Goal,Left Side(L),16-24 ft.,BOS,28481
Jump Shot,148,192,9,1,1,2007-08,28,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28482
Jump Shot,-148,212,9,1,1,2007-08,4,25,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28483
Jump Shot,-177,186,7,1,1,2007-08,17,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28484
Jump Shot,-126,212,5,1,1,2007-08,30,24,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,BOS,28485
Layup,-10,15,2,1,1,2007-08,16,1,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28486
Jump Shot,6,242,0,1,1,2007-08,21,24,0.0,3PT Field Goal,Center(C),24+ ft.,BOS,28487
Jump Shot,6,164,11,2,1,2007-08,18,16,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28488
Jump Shot,117,222,8,2,1,2007-08,31,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28489
Jump Shot,141,217,0,2,1,2007-08,5,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28491
Jump Shot,-2,46,7,3,1,2007-08,9,4,,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28493
Jump Shot,90,36,6,3,1,2007-08,38,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,BOS,28494
Jump Shot,28,196,5,3,1,2007-08,42,19,0.0,2PT Field Goal,Center(C),16-24 ft.,BOS,28495
Layup,-13,0,4,3,1,2007-08,27,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28496
Layup,-6,8,2,3,1,2007-08,18,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28497
Layup,-2,3,0,3,1,2007-08,37,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,BOS,28498
Jump Shot,153,201,8,4,1,2007-08,17,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,BOS,28501
Jump Shot,-3,238,2,4,1,2007-08,51,23,,3PT Field Goal,Center(C),24+ ft.,BOS,28502
Jump Shot,29,99,3,1,1,2008-09,52,10,0.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28503
Layup,0,0,2,1,1,2008-09,8,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28504
Jump Shot,114,124,4,2,1,2008-09,7,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28505
